Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Pontevedra,36/PR-286/24(VC-421/23/SE/PAS).,23/12/2024,Contratación,"Prorroga servicio de mantenimiento preventivo y correctivo de diversas instalaciones y equipos eléctricos, puertas automáticas y fontanería, mantenimiento de instalaciones de voz y datos y pequeñas reparaciones , mantenimiento de los sistemas de climatización y aire acondicionado en el edificio sede DP INSS del INSS de Pontevedra y sus centros dependientes por un período de 6 meses.",Abierto,Galicia,50700000 Servicios de reparación y mantenimiento,"4.1) CPV principal: 50730000 (Servicios de reparación y mantenimiento de grupos refrigeradores), 50700000 (Servicios de reparación y mantenimiento de equipos de edificios), 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios) y 50800000 (Servicios varios de reparación y mantenimiento). 4.2) CPV Lote 1: 50700000 (Servicios de reparación y mantenimiento de equipos de edificios), 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios) y 50800000 (Servicios varios de reparación y mantenimiento). 4.3) CPV Lote 2: 50730000 (Servicios de reparación y mantenimiento de grupos refrigeradores).",Lote 2.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46991
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina -Dirección Provincial de Málaga,29/2024/PA/1007.,23/12/2024,Contratación,"Servicio de redacción de proyectos, dirección y control de las obras de sustitución de las ventanas de la Dirección Provincial del Instituto Social de la Marina en Málaga.",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46992
MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,Dirección General de la Entidad Pública Empresarial RED,028/24-SP.,23/12/2024,Licitación,Suministro de recursos educativos digitales en el marco del programa educa en digital.,Abierto,Comunidad de Madrid,"48000000 Paquetes de software y sistemas de información 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo","5.1) CPV principal: 48100000 (Paquetes de software específico de un sector económico), 48190000 (Paquetes de software educativo) y 72000000 (Servicios TI: consultoría, desarrollo de software, Internet y apoyo). 5.2) CPV Lote 1: 48100000 (Paquetes de software específico de un sector económico) y 48190000 (Paquetes de software educativo). 5.3) CPV Lote 2: 72000000 (Servicios TI: consultoría, desarrollo de software, Internet y apoyo).",Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46993
MINISTERIO DE DEFENSA,Intendente de Rota,2024/AR46U/00001519E.,24/12/2024,Contratación,AM. Mantenimiento y reforma de las zonas de habitabilidad en fragatas F-80 de la Armada apoyados por el Arsenal de Cádiz. 4 LOTES.,Abierto,Andalucía,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza 44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos) 50200000 Servicios de reparación y mantenimiento 50800000 Servicios de reparación y mantenimiento","4.1) CPV principal: 50244000 (Servicios de reacondicionamiento de buques o barcos), 39000000 (Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza), 39110000 (Asientos, sillas y productos conexos y piezas correspondientes), 44111400 (Pinturas y revestimientos de paredes), 50241000 (Servicios de reparación y mantenimiento de buques) y 50850000 (Servicios de reparación y mantenimiento de mobiliario). 4.2) CPV Lote 1: 50244000 (Servicios de reacondicionamiento de buques o barcos), 39000000 (Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza), 39110000 (Asientos, sillas y productos conexos y piezas correspondientes), 44111400 (Pinturas y revestimientos de paredes), 50241000 (Servicios de reparación y mantenimiento de buques) y 50850000 (Servicios de reparación y mantenimiento de mobiliario). 4.3) CPV Lote 2: 50244000 (Servicios de reacondicionamiento de buques o barcos), 39000000 (Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza), 39110000 (Asientos, sillas y productos conexos y piezas correspondientes), 44111400 (Pinturas y revestimientos de paredes), 50241000 (Servicios de reparación y mantenimiento de buques) y 50850000 (Servicios de reparación y mantenimiento de mobiliario). 4.4) CPV Lote 3: 50244000 (Servicios de reacondicionamiento de buques o barcos), 39000000 (Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza), 39110000 (Asientos, sillas y productos conexos y piezas correspondientes), 44111400 (Pinturas y revestimientos de paredes), 50241000 (Servicios de reparación y mantenimiento de buques) y 50850000 (Servicios de reparación y mantenimiento de mobiliario). 4.5) CPV Lote 4: 50244000 (Servicios de reacondicionamiento de buques o barcos), 39000000 (Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza), 39110000 (Asientos, sillas y productos conexos y piezas correspondientes), 44111400 (Pinturas y revestimientos de paredes), 50241000 (Servicios de reparación y mantenimiento de buques) y 50850000 (Servicios de reparación y mantenimiento de mobiliario).",Lote 1. Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47096
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2024/ETSAE0327/00006361E.,24/12/2024,Contratación,cb am adquisición de productos farmacéuticos y material sanitario para la atención al personal y botiquines con derechos en esta FARMET. Jaime I. TA.,No disponible,Comunidad Valenciana,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33600000 (Productos farmacéuticos).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47097
MINISTERIO DE DEFENSA,Intendente de Ferrol,2024/AR42U/00002103E.,24/12/2024,Contratación,CM-5128-P-24 JINFRAFER. Redacción proyectos instalaciones deportivas para las escuelas E.N.M y ESENGRA.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71242000 (Elaboración de proyectos y diseños, presupuestos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47098
MINISTERIO DE DEFENSA,Intendente de Ferrol,2024/AR42U/00002161E.,24/12/2024,Contratación,CM-5147-P-.24.Servicio para la redacción del proyecto de adecuacion de la red de saneamiento en el Arsenal Militar de Ferrol comprendiendo desde el edificio de la compañia de guardia de arsenales al centro de Herrerias incluyendo todos los edificios o instalaciones afectadas.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71242000 (Elaboración de proyectos y diseños, presupuestos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47099
MINISTERIO DE DEFENSA,Dirección General del INTA,582024050100.,24/12/2024,Contratación,Suministro diverso material para labores de mantenimiento.,Abierto,Comunidad de Madrid,43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,4.1) CPV principal: 43800000 (Equipo de talleres). 4.2) CPV Lote 1: 43800000 (Equipo de talleres). 4.3) CPV Lote 2: 43800000 (Equipo de talleres). 4.4) CPV Lote 3: 43800000 (Equipo de talleres). 4.5) CPV Lote 4: 43800000 (Equipo de talleres). 4.6) CPV Lote 5: 43800000 (Equipo de talleres). 4.7) CPV Lote 6: 43800000 (Equipo de talleres). 4.8) CPV Lote 7: 43800000 (Equipo de talleres). 4.9) CPV Lote 8: 43800000 (Equipo de talleres).,Lote 8.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47100
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2024/ETSAE0327/00006362E.,24/12/2024,Contratación,cb am adquisición de productos farmacéuticos y material sanitario para la atención al personal y botiquines con derechos en esta FARMET. Jaime I. TA.,No disponible,Comunidad Valenciana,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33600000 (Productos farmacéuticos).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47101
MINISTERIO DE DEFENSA,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sist,2024/ETSAE0109/00000540E.,24/12/2024,Licitación,Adquisición de repuestos faltantes para sistemas de Artillería Antiaérea.,Negociado con publicidad,Comunidad de Madrid,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos 35000000 Equipo de seguridad, extinción de incendios, policía y defensa",5.1) CPV principal: 35322100 (Material antiaéreo) y 32352200 (Repuestos y accesorios de radar). 5.2) CPV Lote 1: 35322100 (Material antiaéreo) y 32352200 (Repuestos y accesorios de radar). 5.3) CPV Lote 2: 35322100 (Material antiaéreo) y 32352200 (Repuestos y accesorios de radar). 5.4) CPV Lote 3: 35322100 (Material antiaéreo) y 32352200 (Repuestos y accesorios de radar). 5.5) CPV Lote 4: 35322100 (Material antiaéreo) y 32352200 (Repuestos y accesorios de radar).,Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47102
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del CG de la Comandancia Gral,2024/ETSAE0287/00001096E.,24/12/2024,Contratación,"Suministro de pan para base Alfonso XIII y Acto. Millán Astray (01ENE25 al 30JUN25, 1º Semestre 2025). BAD Tte. Flomesta, Melilla. (Tramitación anticipada).",Abierto,Ciudad de Melilla,"15000000 Alimentos, bebidas, tabaco y productos afines",15811200 (Panecillos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47103
MINISTERIO DE HACIENDA,Delegación Especial de la Agencia Tributaria en Madrid,24B20056500.,24/12/2024,Contratación,Servicio de auditoría de calidad del aire interior del año 2024 en edificios del ámbito territorial de la Delegación Especial de la AEAT de Madrid.,Abierto,Comunidad de Madrid,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90731100 (Gestión de la calidad del aire).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47104
MINISTERIO DE HACIENDA,Delegación de Economía y Hacienda en la Rioja,SEGU/26/24/2.,24/12/2024,Contratación,Contrato de seguridad de las oficinas de la Gerencia Regional del Catastro de La Rioja y del Tribunal Económico Administrativo Regional de La Rioja.,No disponible,Nacional,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47105
MINISTERIO DE HACIENDA,Subsecretaría de Hacienda (Oficialía Mayor),MES-2024-17/OM2024000081.,24/12/2024,Contratación,"Obra de reforma eléctrica en el Centro de Procesamiento de Datos del edificio del Ministerio de Hacienda situado en planta 00 del Paseo de la Castellana nº 161, Madrid.",Abierto,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 45000000 Trabajos de construcción",45310000 (Trabajos de instalación eléctrica) y 31682510 (Sistemas de energía de emergencia).,Reforma.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47106
MINISTERIO DE HACIENDA,Oficialía Mayor del Ministerio de Hacienda,MES-2024-18/OM2024000080.,24/12/2024,Contratación,Obras de conservación y mantenimiento de la impermeabilización en el Complejo Ministerial Cuzco de Madrid.,Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,45261420 (Trabajos de impermeabilización).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47107
MINISTERIO DEL INTERIOR,División Económica y Técnica (Cuerpo Nacional de Policía),Z25VE005/S10.,24/12/2024,Licitación,"Adquisición y suministro de prendas térmicas (camiseta térmica m/l y pantalón térmico), destinados a los funcionarios integrantes de la Policía Nacional para los años 2025, 2026 y 2027, formado por un ÚNICO LOTE.",Abierto,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios","18000000 (Prendas de vestir, calzado, artículos de viaje y accesorios).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47108
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C54243062800.,24/12/2024,Contratación,"39-MU-6280; 54.408/24. Actuaciones para el desarrollo del plan de acción contra el ruido de la Fase II en la Región de Murcia. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,Región de Murcia,45000000 Trabajos de construcción,"45233000 (Trabajos de construcción, cimentación y pavimentación de autopistas y carreteras).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47109
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27507.0283.,24/12/2024,Licitación,Servicios de asistencia técnica para el control de las obras de ampliación de apartaderos a 750 metros en la Red Ferroviaria de Interés General del Estado. Subdirección de Operaciones Norte. Línea Palencia- Santander. Estaciones de Cobejo y de los Corrales de Buelna. (Provincia de Cantabria).,Abierto,Cantabria,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47110
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Presidencia de la Autoridad Portuaria de Ceuta,46/2024.,24/12/2024,Licitación,Servicio de mantenimiento y reparación integral del parque móvil.,Abierto,Ciudad de Ceuta,50100000 Servicios de reparación y mantenimiento,"50111000 (Servicios de administración, reparación y mantenimiento de parque de vehículos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47111
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B30244630577.,24/12/2024,Licitación,"30.1173/24; AT-V-7050.B; Control y vigilancia de las obras: Duplicación de calzada en la N-220, de acceso al aeropuerto de Valencia. Tramo: enlace del aeropuerto/enlace de la V-30. Proyecto de restauración paisajística. Provincia de Valencia, Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47112
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,D30249330324.,24/12/2024,Licitación,30.1135/24; AT-SC-24004; Servicios de consultoría y asistencia técnica para la redacción de proyectos de la Subdirección General de Sostenibilidad e Innovación.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",5.1) CPV principal: 71300000 (Servicios de ingeniería). 5.2) CPV Lote 1: 71300000 (Servicios de ingeniería). 5.3) CPV Lote 2: 71300000 (Servicios de ingeniería).,Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47113
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C3024103670Z.,24/12/2024,Licitación,"30.1170/24; PYO-523/24. Consultoría y asistencia técnica para el control y vigilancia de la obra: 52-CC-3670 mejora de la eficiencia energética mediante la gestión inteligente de alumbrado led en túneles de la R.C.E. del túnel de Miravete, autovía A-5, provincia de Cáceres. Plan de Recuperación, Transformación y Resiliencia, Next Generation EU.",Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47114
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,C30243001070.,24/12/2024,Licitación,"51-MU-0107; 30.1007/24; Conservación y explotación de las carreteras, y obras menores relacionadas con esos servicios, en el sector MU-01. Provincia de Murcia.",Abierto,Región de Murcia,50200000 Servicios de reparación y mantenimiento,"50230000 (Servicios de reparación, mantenimiento y servicios asociados relacionados con carreteras y otros equipos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47115
"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",Presidencia del Consejo Superior de Deportes,2024hMA00153.,24/12/2024,Contratación,Pólizas de responsabilidad civil profesional para el personal técnico y sanitario que presta sus servicios en el Consejo Superior de Deportes.,Abierto,Nacional,66000000 Servicios financieros y de seguros,4.1) CPV principal: 66516500 (Servicios de seguros de responsabilidad profesional). 4.2) CPV Lote 1: 66516500 (Servicios de seguros de responsabilidad profesional). 4.3) CPV Lote 2: 66516500 (Servicios de seguros de responsabilidad profesional).,Lote 2.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47116
"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",Presidencia del Consejo Superior de Deportes,2024hMA00078.,24/12/2024,Contratación,"PRTR - Servicio de diseño, desarrollo, implantación, mantenimiento y soporte de una plataforma de gestión deportiva centrada en el deportista.",Abierto,Nacional,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo","72210000 (Servicios de programación de paquetes de «software»), 72220000 (Servicios de consultoría en sistemas y consultoría técnica), 72232000 (Desarrollo de «software» de procesamiento de transacciones y «software» personalizado), 72240000 (Servicios de análisis de sistemas y de programación), 72250000 (Servicios de sistemas y apoyo) y 72260000 (Servicios relacionados con el «software»).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47117
MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección Provincial del Servicio Público de Empleo Estatal en Ciudad Real,PA 02/2025.,24/12/2024,Licitación,Servicio de Seguridad y Vigilancia del edificio sede de la Dirección Provincial del Servicio Público de Empleo Estatal (SEPE) de Ciudad Real.,Abierto,Castilla-La Mancha,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47118
MINISTERIO DE INDUSTRIA Y TURISMO,Instituto de Turismo de España (TURESPAÑA),030024I00033.,24/12/2024,Licitación,"Contrato para la ejecución de obras de reparación de patologías estructurales del Parador de Turismo de Fuente Dé, Cantabria.",Abierto,Cantabria,45000000 Trabajos de construcción,45200000 (Trabajos generales de construcción de inmuebles y obras de ingeniería civil).,Reforma.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47119
MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,Subdelegación del Gobierno en Castellón,2024-31-AB.,24/12/2024,Contratación,Servicio de mantenimiento de las instalaciones de los edificios gestionados por la Subdelegación del Gobierno en Castellón.,Abierto,Comunidad Valenciana,50400000 Servicios de reparación y mantenimiento 50500000 Servicios de reparación y mantenimiento 50700000 Servicios de reparación y mantenimiento,"4.1) CPV principal: 50700000 (Servicios de reparación y mantenimiento de equipos de edificios), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 50513000 (Servicios de reparación y mantenimiento de grifos), 50530000 (Servicios de reparación y mantenimiento de maquinaria), 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios) y 50730000 (Servicios de reparación y mantenimiento de grupos refrigeradores). 4.2) CPV Lote 1: 50700000 (Servicios de reparación y mantenimiento de equipos de edificios), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 50513000 (Servicios de reparación y mantenimiento de grifos), 50530000 (Servicios de reparación y mantenimiento de maquinaria), 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios) y 50730000 (Servicios de reparación y mantenimiento de grupos refrigeradores). 4.3) CPV Lote 2: 50700000 (Servicios de reparación y mantenimiento de equipos de edificios), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 50513000 (Servicios de reparación y mantenimiento de grifos), 50530000 (Servicios de reparación y mantenimiento de maquinaria), 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios) y 50730000 (Servicios de reparación y mantenimiento de grupos refrigeradores).",Varias adjudicaciones.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47120
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Júcar,FP.263.058/2111.,24/12/2024,Contratación,"Obras de nuevo acceso al Sifón del Turia, T.M. Loriguilla (Valencia).",Abierto,Comunidad Valenciana,45000000 Trabajos de construcción,45220000 (Obras de ingeniería y trabajos de construcción) y 45223000 (Trabajos de construcción de estructuras).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47121
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Júcar,FP.263.058/0611.,24/12/2024,Contratación,"Coordinación de seguridad y salud, asistencia técnica, control y vigilancia de las obras incluidas en el proyecto ""Nuevo acceso al Sifón del Turia, T.M. de Loriguilla (Valencia)"".",Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47122
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Ebro,100/24-S.,24/12/2024,Licitación,Soporte técnico en hidromorfología y conectividad fluvial en la Cuenca del Ebro.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71356200 (Servicios de asistencia técnica) y 71621000 (Servicios de ensayo o consultoría técnicos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47124
MINISTERIO DE CULTURA,Dirección General de la Biblioteca Nacional,MS240088.,24/12/2024,Contratación,"Suministro de materiales de conservación para distintos Departamentos de la Biblioteca Nacional de España (fundas, carpetas, carpetillas, cojines para libros...) .",Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",4.1) CPV principal: 30197600 (Papel y cartón elaborados). 4.2) CPV Lote 1: 30197600 (Papel y cartón elaborados). 4.3) CPV Lote 2: 30197600 (Papel y cartón elaborados).,Lote 1.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47125
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,CB/2024/016/GCE.,24/12/2024,Contratación,El suministro de un arco quirúrgico para la UCI del Hospital Universitario de Ceuta.,Abierto,Ciudad de Ceuta,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33100000 (Equipamiento médico).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47126
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,CB/2024/015/GCE.,24/12/2024,Contratación,Suministro de 3 equipos portátiles de radiología con dos detectores.,Abierto,Ciudad de Ceuta,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33111000 (Aparatos para radiología).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47127
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Dirección Gerente del Centro de Recuperación de Personas con Discapacidad Física (IMSERSO) Lardero,11/2025-2680.,24/12/2024,Contratación,concesión del servicio de gestión de la CAFETERÍA para el C.R.M.F. de Lardero.,No disponible,La Rioja,55000000 Servicios comerciales al por menor de hostelería y restauración,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47128
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Dirección General del Centro para el Desarrollo Tecnológico y la Innovación, E",21/2024 AB (DFI/DGFI).,24/12/2024,Licitación,"Suministro y distribución de material promocional, incluyendo los servicios de diseño, maquetación e impresión, mediante 10 lotes.",Abierto,Comunidad de Madrid,"22000000 Impresos y productos relacionados 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad","5.1) CPV principal: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.2) CPV Lote 1: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.3) CPV Lote 2: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.4) CPV Lote 3: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.5) CPV Lote 4: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.6) CPV Lote 5: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.7) CPV Lote 6: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.8) CPV Lote 7: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.9) CPV Lote 8: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.10) CPV Lote 9: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega). 5.11) CPV Lote 10: 22462000 (Material de publicidad), 79822500 (Servicios de diseño gráfico) y 79823000 (Servicios de impresión y entrega).",Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47129
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",299925.,24/12/2024,Contratación,Servicio para la retirada y gestión de residuos peligrosos generados en el CIEMAT de MADRID.,Abierto,Comunidad de Madrid,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente","90520000 (Servicios de residuos radiactivos, tóxicos, médicos y peligrosos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47130
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Secretaría General del Instituto de Salud Carlos III,BN0201/2023.,24/12/2024,Contratación,Servicio de Edición del Programa Editorial del ISCIII para 2024 y 2025.,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad","79000000 (Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47131
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Secretaría General del Instituto de Salud Carlos III,CR0185/2023.,24/12/2024,Contratación,Servicio de análisis de mejora y automatización de los procesos de gestión de expedientes correspondientes a la SG de Terapia Celular y Medicina Regenerativa del Instituto de Salud Carlos III (ISCIII).,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71356300 (Servicios de apoyo técnico).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47132
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Dirección General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",299679.,24/12/2024,Contratación,Suministro e instalación de un sistema de separación celular basado en citometría espectral a tiempo real con cabina de bioseguridad.,Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)",38434510 (Citómetros).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47133
